Domain Code;Domain;Area Code;Area;Element Code;Element;Item Code;Item;Year Code;Year;Unit;Value;Unit;Yield_grams_animal;Flag;Flag Description
QL;Livestock Primary;173;Poland;5424;Yield/Carcass Weight;1141;Meat, rabbit;2017;2017;0.1g/An;16496;g/An;1649,6;Fc;Calculated data
QL;Livestock Primary;173;Poland;5424;Yield/Carcass Weight;1141;Meat, rabbit;2018;2018;0.1g/An;25210;g/An;2521;Fc;Calculated data
QL;Livestock Primary;173;Poland;5424;Yield/Carcass Weight;1080;Meat, turkey;2014;2014;0.1g/An;48366;g/An;4836,6;Fc;Calculated data
QL;Livestock Primary;173;Poland;5424;Yield/Carcass Weight;1080;Meat, turkey;2015;2015;0.1g/An;47869;g/An;4786,9;Fc;Calculated data
QL;Livestock Primary;173;Poland;5424;Yield/Carcass Weight;1080;Meat, turkey;2016;2016;0.1g/An;47779;g/An;4777,9;Fc;Calculated data
QL;Livestock Primary;173;Poland;5424;Yield/Carcass Weight;1080;Meat, turkey;2017;2017;0.1g/An;47629;g/An;4762,9;Fc;Calculated data
QL;Livestock Primary;173;Poland;5424;Yield/Carcass Weight;1080;Meat, turkey;2018;2018;0.1g/An;47480;g/An;4748;Fc;Calculated data
QL;Livestock Primary;146;Republic of Moldova;5424;Yield/Carcass Weight;1058;Meat, chicken;2014;2014;0.1g/An;15052;g/An;1505,2;Fc;Calculated data
QL;Livestock Primary;146;Republic of Moldova;5424;Yield/Carcass Weight;1058;Meat, chicken;2015;2015;0.1g/An;14477;g/An;1447,7;Fc;Calculated data
QL;Livestock Primary;146;Republic of Moldova;5424;Yield/Carcass Weight;1058;Meat, chicken;2016;2016;0.1g/An;15073;g/An;1507,3;Fc;Calculated data
QL;Livestock Primary;146;Republic of Moldova;5424;Yield/Carcass Weight;1058;Meat, chicken;2017;2017;0.1g/An;13032;g/An;1303,2;Fc;Calculated data
QL;Livestock Primary;146;Republic of Moldova;5424;Yield/Carcass Weight;1058;Meat, chicken;2018;2018;0.1g/An;12749;g/An;1274,9;Fc;Calculated data
QL;Livestock Primary;146;Republic of Moldova;5424;Yield/Carcass Weight;1141;Meat, rabbit;2014;2014;0.1g/An;23642;g/An;2364,2;Fc;Calculated data
QL;Livestock Primary;146;Republic of Moldova;5424;Yield/Carcass Weight;1141;Meat, rabbit;2015;2015;0.1g/An;30000;g/An;3000;Fc;Calculated data
QL;Livestock Primary;146;Republic of Moldova;5424;Yield/Carcass Weight;1141;Meat, rabbit;2016;2016;0.1g/An;27799;g/An;2779,9;Fc;Calculated data
QL;Livestock Primary;146;Republic of Moldova;5424;Yield/Carcass Weight;1141;Meat, rabbit;2017;2017;0.1g/An;24131;g/An;2413,1;Fc;Calculated data
QL;Livestock Primary;146;Republic of Moldova;5424;Yield/Carcass Weight;1141;Meat, rabbit;2018;2018;0.1g/An;21310;g/An;2131;Fc;Calculated data
QL;Livestock Primary;146;Republic of Moldova;5424;Yield/Carcass Weight;1080;Meat, turkey;2014;2014;0.1g/An;48074;g/An;4807,4;Fc;Calculated data
QL;Livestock Primary;146;Republic of Moldova;5424;Yield/Carcass Weight;1080;Meat, turkey;2015;2015;0.1g/An;50257;g/An;5025,7;Fc;Calculated data
QL;Livestock Primary;146;Republic of Moldova;5424;Yield/Carcass Weight;1080;Meat, turkey;2016;2016;0.1g/An;52685;g/An;5268,5;Fc;Calculated data
QL;Livestock Primary;146;Republic of Moldova;5424;Yield/Carcass Weight;1080;Meat, turkey;2017;2017;0.1g/An;52302;g/An;5230,2;Fc;Calculated data
QL;Livestock Primary;146;Republic of Moldova;5424;Yield/Carcass Weight;1080;Meat, turkey;2018;2018;0.1g/An;52060;g/An;5206;Fc;Calculated data
QL;Livestock Primary;183;Romania;5424;Yield/Carcass Weight;1058;Meat, chicken;2014;2014;0.1g/An;16089;g/An;1608,9;Fc;Calculated data
QL;Livestock Primary;183;Romania;5424;Yield/Carcass Weight;1058;Meat, chicken;2015;2015;0.1g/An;16118;g/An;1611,8;Fc;Calculated data
QL;Livestock Primary;183;Romania;5424;Yield/Carcass Weight;1058;Meat, chicken;2016;2016;0.1g/An;16349;g/An;1634,9;Fc;Calculated data
QL;Livestock Primary;183;Romania;5424;Yield/Carcass Weight;1058;Meat, chicken;2017;2017;0.1g/An;16705;g/An;1670,5;Fc;Calculated data
QL;Livestock Primary;183;Romania;5424;Yield/Carcass Weight;1058;Meat, chicken;2018;2018;0.1g/An;17070;g/An;1707;Fc;Calculated data
QL;Livestock Primary;183;Romania;5424;Yield/Carcass Weight;1141;Meat, rabbit;2014;2014;0.1g/An;12883;g/An;1288,3;Fc;Calculated data
QL;Livestock Primary;183;Romania;5424;Yield/Carcass Weight;1141;Meat, rabbit;2015;2015;0.1g/An;12308;g/An;1230,8;Fc;Calculated data
QL;Livestock Primary;183;Romania;5424;Yield/Carcass Weight;1141;Meat, rabbit;2016;2016;0.1g/An;12273;g/An;1227,3;Fc;Calculated data
QL;Livestock Primary;183;Romania;5424;Yield/Carcass Weight;1141;Meat, rabbit;2017;2017;0.1g/An;12247;g/An;1224,7;Fc;Calculated data
QL;Livestock Primary;183;Romania;5424;Yield/Carcass Weight;1141;Meat, rabbit;2018;2018;0.1g/An;12235;g/An;1223,5;Fc;Calculated data
QL;Livestock Primary;272;Serbia;5424;Yield/Carcass Weight;1058;Meat, chicken;2014;2014;0.1g/An;23211;g/An;2321,1;Fc;Calculated data
QL;Livestock Primary;272;Serbia;5424;Yield/Carcass Weight;1058;Meat, chicken;2015;2015;0.1g/An;19396;g/An;1939,6;Fc;Calculated data
QL;Livestock Primary;272;Serbia;5424;Yield/Carcass Weight;1058;Meat, chicken;2016;2016;0.1g/An;18965;g/An;1896,5;Fc;Calculated data
QL;Livestock Primary;272;Serbia;5424;Yield/Carcass Weight;1058;Meat, chicken;2017;2017;0.1g/An;16792;g/An;1679,2;Fc;Calculated data
QL;Livestock Primary;272;Serbia;5424;Yield/Carcass Weight;1058;Meat, chicken;2018;2018;0.1g/An;17430;g/An;1743;Fc;Calculated data
QL;Livestock Primary;199;Slovakia;5424;Yield/Carcass Weight;1058;Meat, chicken;2014;2014;0.1g/An;15379;g/An;1537,9;Fc;Calculated data
QL;Livestock Primary;199;Slovakia;5424;Yield/Carcass Weight;1058;Meat, chicken;2015;2015;0.1g/An;15390;g/An;1539;Fc;Calculated data
QL;Livestock Primary;199;Slovakia;5424;Yield/Carcass Weight;1058;Meat, chicken;2016;2016;0.1g/An;15370;g/An;1537;Fc;Calculated data
QL;Livestock Primary;199;Slovakia;5424;Yield/Carcass Weight;1058;Meat, chicken;2017;2017;0.1g/An;15433;g/An;1543,3;Fc;Calculated data
QL;Livestock Primary;199;Slovakia;5424;Yield/Carcass Weight;1058;Meat, chicken;2018;2018;0.1g/An;15602;g/An;1560,2;Fc;Calculated data
QL;Livestock Primary;199;Slovakia;5424;Yield/Carcass Weight;1069;Meat, duck;2014;2014;0.1g/An;30537;g/An;3053,7;Fc;Calculated data
QL;Livestock Primary;199;Slovakia;5424;Yield/Carcass Weight;1069;Meat, duck;2015;2015;0.1g/An;30556;g/An;3055,6;Fc;Calculated data
QL;Livestock Primary;199;Slovakia;5424;Yield/Carcass Weight;1069;Meat, duck;2016;2016;0.1g/An;30556;g/An;3055,6;Fc;Calculated data
QL;Livestock Primary;199;Slovakia;5424;Yield/Carcass Weight;1069;Meat, duck;2017;2017;0.1g/An;30000;g/An;3000;Fc;Calculated data
QL;Livestock Primary;199;Slovakia;5424;Yield/Carcass Weight;1069;Meat, duck;2018;2018;0.1g/An;24867;g/An;2486,7;Fc;Calculated data
QL;Livestock Primary;199;Slovakia;5424;Yield/Carcass Weight;1073;Meat, goose and guinea fowl;2014;2014;0.1g/An;43636;g/An;4363,6;Fc;Calculated data
QL;Livestock Primary;199;Slovakia;5424;Yield/Carcass Weight;1073;Meat, goose and guinea fowl;2015;2015;0.1g/An;45556;g/An;4555,6;Fc;Calculated data
QL;Livestock Primary;199;Slovakia;5424;Yield/Carcass Weight;1073;Meat, goose and guinea fowl;2016;2016;0.1g/An;45556;g/An;4555,6;Fc;Calculated data
QL;Livestock Primary;199;Slovakia;5424;Yield/Carcass Weight;1073;Meat, goose and guinea fowl;2017;2017;0.1g/An;45556;g/An;4555,6;Fc;Calculated data
QL;Livestock Primary;199;Slovakia;5424;Yield/Carcass Weight;1073;Meat, goose and guinea fowl;2018;2018;0.1g/An;45556;g/An;4555,6;Fc;Calculated data
QL;Livestock Primary;199;Slovakia;5424;Yield/Carcass Weight;1141;Meat, rabbit;2014;2014;0.1g/An;16000;g/An;1600;Fc;Calculated data
QL;Livestock Primary;199;Slovakia;5424;Yield/Carcass Weight;1141;Meat, rabbit;2015;2015;0.1g/An;16000;g/An;1600;Fc;Calculated data
QL;Livestock Primary;199;Slovakia;5424;Yield/Carcass Weight;1141;Meat, rabbit;2016;2016;0.1g/An;15994;g/An;1599,4;Fc;Calculated data
QL;Livestock Primary;199;Slovakia;5424;Yield/Carcass Weight;1141;Meat, rabbit;2017;2017;0.1g/An;15989;g/An;1598,9;Fc;Calculated data
QL;Livestock Primary;199;Slovakia;5424;Yield/Carcass Weight;1141;Meat, rabbit;2018;2018;0.1g/An;15988;g/An;1598,8;Fc;Calculated data
QL;Livestock Primary;199;Slovakia;5424;Yield/Carcass Weight;1080;Meat, turkey;2014;2014;0.1g/An;98235;g/An;9823,5;Fc;Calculated data
QL;Livestock Primary;199;Slovakia;5424;Yield/Carcass Weight;1080;Meat, turkey;2015;2015;0.1g/An;98500;g/An;9850;Fc;Calculated data
QL;Livestock Primary;199;Slovakia;5424;Yield/Carcass Weight;1080;Meat, turkey;2016;2016;0.1g/An;93953;g/An;9395,3;Fc;Calculated data
QL;Livestock Primary;199;Slovakia;5424;Yield/Carcass Weight;1080;Meat, turkey;2017;2017;0.1g/An;106582;g/An;10658,2;Fc;Calculated data
QL;Livestock Primary;199;Slovakia;5424;Yield/Carcass Weight;1080;Meat, turkey;2018;2018;0.1g/An;104742;g/An;10474,2;Fc;Calculated data
QL;Livestock Primary;198;Slovenia;5424;Yield/Carcass Weight;1058;Meat, chicken;2014;2014;0.1g/An;16672;g/An;1667,2;Fc;Calculated data
QL;Livestock Primary;198;Slovenia;5424;Yield/Carcass Weight;1058;Meat, chicken;2015;2015;0.1g/An;16416;g/An;1641,6;Fc;Calculated data
QL;Livestock Primary;198;Slovenia;5424;Yield/Carcass Weight;1058;Meat, chicken;2016;2016;0.1g/An;16560;g/An;1656;Fc;Calculated data
QL;Livestock Primary;198;Slovenia;5424;Yield/Carcass Weight;1058;Meat, chicken;2017;2017;0.1g/An;16636;g/An;1663,6;Fc;Calculated data
QL;Livestock Primary;198;Slovenia;5424;Yield/Carcass Weight;1058;Meat, chicken;2018;2018;0.1g/An;16939;g/An;1693,9;Fc;Calculated data
QL;Livestock Primary;198;Slovenia;5424;Yield/Carcass Weight;1080;Meat, turkey;2014;2014;0.1g/An;109406;g/An;10940,6;Fc;Calculated data
QL;Livestock Primary;198;Slovenia;5424;Yield/Carcass Weight;1080;Meat, turkey;2015;2015;0.1g/An;108246;g/An;10824,6;Fc;Calculated data
QL;Livestock Primary;198;Slovenia;5424;Yield/Carcass Weight;1080;Meat, turkey;2016;2016;0.1g/An;112150;g/An;11215;Fc;Calculated data
QL;Livestock Primary;198;Slovenia;5424;Yield/Carcass Weight;1080;Meat, turkey;2017;2017;0.1g/An;112339;g/An;11233,9;Fc;Calculated data
QL;Livestock Primary;198;Slovenia;5424;Yield/Carcass Weight;1080;Meat, turkey;2018;2018;0.1g/An;112565;g/An;11256,5;Fc;Calculated data
QL;Livestock Primary;230;Ukraine;5424;Yield/Carcass Weight;1058;Meat, chicken;2014;2014;0.1g/An;17765;g/An;1776,5;Fc;Calculated data
QL;Livestock Primary;230;Ukraine;5424;Yield/Carcass Weight;1058;Meat, chicken;2015;2015;0.1g/An;17554;g/An;1755,4;Fc;Calculated data
QL;Livestock Primary;230;Ukraine;5424;Yield/Carcass Weight;1058;Meat, chicken;2016;2016;0.1g/An;18853;g/An;1885,3;Fc;Calculated data
QL;Livestock Primary;230;Ukraine;5424;Yield/Carcass Weight;1058;Meat, chicken;2017;2017;0.1g/An;18793;g/An;1879,3;Fc;Calculated data
QL;Livestock Primary;230;Ukraine;5424;Yield/Carcass Weight;1058;Meat, chicken;2018;2018;0.1g/An;19111;g/An;1911,1;Fc;Calculated data
QL;Livestock Primary;230;Ukraine;5424;Yield/Carcass Weight;1069;Meat, duck;2014;2014;0.1g/An;24000;g/An;2400;Fc;Calculated data
QL;Livestock Primary;230;Ukraine;5424;Yield/Carcass Weight;1069;Meat, duck;2015;2015;0.1g/An;24000;g/An;2400;Fc;Calculated data
QL;Livestock Primary;230;Ukraine;5424;Yield/Carcass Weight;1069;Meat, duck;2016;2016;0.1g/An;24000;g/An;2400;Fc;Calculated data
QL;Livestock Primary;230;Ukraine;5424;Yield/Carcass Weight;1069;Meat, duck;2017;2017;0.1g/An;24000;g/An;2400;Fc;Calculated data
QL;Livestock Primary;230;Ukraine;5424;Yield/Carcass Weight;1069;Meat, duck;2018;2018;0.1g/An;24000;g/An;2400;Fc;Calculated data
QL;Livestock Primary;230;Ukraine;5424;Yield/Carcass Weight;1141;Meat, rabbit;2014;2014;0.1g/An;17876;g/An;1787,6;Fc;Calculated data
QL;Livestock Primary;230;Ukraine;5424;Yield/Carcass Weight;1141;Meat, rabbit;2015;2015;0.1g/An;18159;g/An;1815,9;Fc;Calculated data
QL;Livestock Primary;230;Ukraine;5424;Yield/Carcass Weight;1141;Meat, rabbit;2016;2016;0.1g/An;19744;g/An;1974,4;Fc;Calculated data
QL;Livestock Primary;230;Ukraine;5424;Yield/Carcass Weight;1141;Meat, rabbit;2017;2017;0.1g/An;18277;g/An;1827,7;Fc;Calculated data
QL;Livestock Primary;230;Ukraine;5424;Yield/Carcass Weight;1141;Meat, rabbit;2018;2018;0.1g/An;18723;g/An;1872,3;Fc;Calculated data
QL;Livestock Primary;11;Austria;5410;Yield;1062;Eggs, hen, in shell;2014;2014;100mg/An;169137;g/An;16913,7;Fc;Calculated data
QL;Livestock Primary;11;Austria;5410;Yield;1062;Eggs, hen, in shell;2015;2015;100mg/An;169119;g/An;16911,9;Fc;Calculated data
QL;Livestock Primary;11;Austria;5410;Yield;1062;Eggs, hen, in shell;2016;2016;100mg/An;169741;g/An;16974,1;Fc;Calculated data
QL;Livestock Primary;11;Austria;5410;Yield;1062;Eggs, hen, in shell;2017;2017;100mg/An;169744;g/An;16974,4;Fc;Calculated data
QL;Livestock Primary;11;Austria;5410;Yield;1062;Eggs, hen, in shell;2018;2018;100mg/An;171117;g/An;17111,7;Fc;Calculated data
QL;Livestock Primary;80;Bosnia and Herzegovina;5410;Yield;1062;Eggs, hen, in shell;2014;2014;100mg/An;55377;g/An;5537,7;Fc;Calculated data
QL;Livestock Primary;80;Bosnia and Herzegovina;5410;Yield;1062;Eggs, hen, in shell;2015;2015;100mg/An;54383;g/An;5438,3;Fc;Calculated data
QL;Livestock Primary;80;Bosnia and Herzegovina;5410;Yield;1062;Eggs, hen, in shell;2016;2016;100mg/An;60795;g/An;6079,5;Fc;Calculated data
QL;Livestock Primary;80;Bosnia and Herzegovina;5410;Yield;1062;Eggs, hen, in shell;2017;2017;100mg/An;58786;g/An;5878,6;Fc;Calculated data
QL;Livestock Primary;80;Bosnia and Herzegovina;5410;Yield;1062;Eggs, hen, in shell;2018;2018;100mg/An;58667;g/An;5866,7;Fc;Calculated data
QL;Livestock Primary;27;Bulgaria;5410;Yield;1062;Eggs, hen, in shell;2014;2014;100mg/An;138493;g/An;13849,3;Fc;Calculated data
QL;Livestock Primary;27;Bulgaria;5410;Yield;1062;Eggs, hen, in shell;2015;2015;100mg/An;135783;g/An;13578,3;Fc;Calculated data
QL;Livestock Primary;27;Bulgaria;5410;Yield;1062;Eggs, hen, in shell;2016;2016;100mg/An;135301;g/An;13530,1;Fc;Calculated data
QL;Livestock Primary;27;Bulgaria;5410;Yield;1062;Eggs, hen, in shell;2017;2017;100mg/An;130922;g/An;13092,2;Fc;Calculated data
QL;Livestock Primary;27;Bulgaria;5410;Yield;1062;Eggs, hen, in shell;2018;2018;100mg/An;141096;g/An;14109,6;Fc;Calculated data
QL;Livestock Primary;27;Bulgaria;5410;Yield;1091;Eggs, other bird, in shell;2014;2014;100mg/An;29550;g/An;2955;Fc;Calculated data
QL;Livestock Primary;27;Bulgaria;5410;Yield;1091;Eggs, other bird, in shell;2015;2015;100mg/An;34255;g/An;3425,5;Fc;Calculated data
QL;Livestock Primary;27;Bulgaria;5410;Yield;1091;Eggs, other bird, in shell;2016;2016;100mg/An;48970;g/An;4897;Fc;Calculated data
QL;Livestock Primary;27;Bulgaria;5410;Yield;1091;Eggs, other bird, in shell;2017;2017;100mg/An;84581;g/An;8458,1;Fc;Calculated data
QL;Livestock Primary;27;Bulgaria;5410;Yield;1091;Eggs, other bird, in shell;2018;2018;100mg/An;30241;g/An;3024,1;Fc;Calculated data
QL;Livestock Primary;98;Croatia;5410;Yield;1062;Eggs, hen, in shell;2014;2014;100mg/An;92432;g/An;9243,2;Fc;Calculated data
QL;Livestock Primary;98;Croatia;5410;Yield;1062;Eggs, hen, in shell;2015;2015;100mg/An;111000;g/An;11100;Fc;Calculated data
QL;Livestock Primary;98;Croatia;5410;Yield;1062;Eggs, hen, in shell;2016;2016;100mg/An;113812;g/An;11381,2;Fc;Calculated data
QL;Livestock Primary;98;Croatia;5410;Yield;1062;Eggs, hen, in shell;2017;2017;100mg/An;112644;g/An;11264,4;Fc;Calculated data
QL;Livestock Primary;98;Croatia;5410;Yield;1062;Eggs, hen, in shell;2018;2018;100mg/An;113253;g/An;11325,3;Fc;Calculated data
QL;Livestock Primary;167;Czechia;5410;Yield;1062;Eggs, hen, in shell;2014;2014;100mg/An;172049;g/An;17204,9;Fc;Calculated data
QL;Livestock Primary;167;Czechia;5410;Yield;1062;Eggs, hen, in shell;2015;2015;100mg/An;173016;g/An;17301,6;Fc;Calculated data
QL;Livestock Primary;167;Czechia;5410;Yield;1062;Eggs, hen, in shell;2016;2016;100mg/An;173905;g/An;17390,5;Fc;Calculated data
QL;Livestock Primary;167;Czechia;5410;Yield;1062;Eggs, hen, in shell;2017;2017;100mg/An;177563;g/An;17756,3;Fc;Calculated data
QL;Livestock Primary;167;Czechia;5410;Yield;1062;Eggs, hen, in shell;2018;2018;100mg/An;178002;g/An;17800,2;Fc;Calculated data
QL;Livestock Primary;79;Germany;5410;Yield;1062;Eggs, hen, in shell;2014;2014;100mg/An;177941;g/An;17794,1;Fc;Calculated data
QL;Livestock Primary;79;Germany;5410;Yield;1062;Eggs, hen, in shell;2015;2015;100mg/An;199452;g/An;19945,2;Fc;Calculated data
QL;Livestock Primary;79;Germany;5410;Yield;1062;Eggs, hen, in shell;2016;2016;100mg/An;202560;g/An;20256;Fc;Calculated data
QL;Livestock Primary;79;Germany;5410;Yield;1062;Eggs, hen, in shell;2017;2017;100mg/An;203653;g/An;20365,3;Fc;Calculated data
QL;Livestock Primary;79;Germany;5410;Yield;1062;Eggs, hen, in shell;2018;2018;100mg/An;204526;g/An;20452,6;Fc;Calculated data
QL;Livestock Primary;97;Hungary;5410;Yield;1062;Eggs, hen, in shell;2014;2014;100mg/An;104070;g/An;10407;Fc;Calculated data
QL;Livestock Primary;97;Hungary;5410;Yield;1062;Eggs, hen, in shell;2015;2015;100mg/An;118802;g/An;11880,2;Fc;Calculated data
QL;Livestock Primary;97;Hungary;5410;Yield;1062;Eggs, hen, in shell;2016;2016;100mg/An;113326;g/An;11332,6;Fc;Calculated data
QL;Livestock Primary;97;Hungary;5410;Yield;1062;Eggs, hen, in shell;2017;2017;100mg/An;118530;g/An;11853;Fc;Calculated data
QL;Livestock Primary;97;Hungary;5410;Yield;1062;Eggs, hen, in shell;2018;2018;100mg/An;124230;g/An;12423;Fc;Calculated data
QL;Livestock Primary;173;Poland;5410;Yield;1062;Eggs, hen, in shell;2014;2014;100mg/An;136512;g/An;13651,2;Fc;Calculated data
QL;Livestock Primary;173;Poland;5410;Yield;1062;Eggs, hen, in shell;2015;2015;100mg/An;127627;g/An;12762,7;Fc;Calculated data
QL;Livestock Primary;173;Poland;5410;Yield;1062;Eggs, hen, in shell;2016;2016;100mg/An;125197;g/An;12519,7;Fc;Calculated data
QL;Livestock Primary;173;Poland;5410;Yield;1062;Eggs, hen, in shell;2017;2017;100mg/An;118533;g/An;11853,3;Fc;Calculated data
QL;Livestock Primary;173;Poland;5410;Yield;1062;Eggs, hen, in shell;2018;2018;100mg/An;121799;g/An;12179,9;Fc;Calculated data
QL;Livestock Primary;146;Republic of Moldova;5410;Yield;1062;Eggs, hen, in shell;2014;2014;100mg/An;115705;g/An;11570,5;Fc;Calculated data
QL;Livestock Primary;146;Republic of Moldova;5410;Yield;1062;Eggs, hen, in shell;2015;2015;100mg/An;108011;g/An;10801,1;Fc;Calculated data
QL;Livestock Primary;146;Republic of Moldova;5410;Yield;1062;Eggs, hen, in shell;2016;2016;100mg/An;111020;g/An;11102;Fc;Calculated data
QL;Livestock Primary;146;Republic of Moldova;5410;Yield;1062;Eggs, hen, in shell;2017;2017;100mg/An;111442;g/An;11144,2;Fc;Calculated data
QL;Livestock Primary;146;Republic of Moldova;5410;Yield;1062;Eggs, hen, in shell;2018;2018;100mg/An;111407;g/An;11140,7;Fc;Calculated data
QL;Livestock Primary;183;Romania;5410;Yield;1062;Eggs, hen, in shell;2014;2014;100mg/An;71649;g/An;7164,9;Fc;Calculated data
QL;Livestock Primary;183;Romania;5410;Yield;1062;Eggs, hen, in shell;2015;2015;100mg/An;79407;g/An;7940,7;Fc;Calculated data
QL;Livestock Primary;183;Romania;5410;Yield;1062;Eggs, hen, in shell;2016;2016;100mg/An;77668;g/An;7766,8;Fc;Calculated data
QL;Livestock Primary;183;Romania;5410;Yield;1062;Eggs, hen, in shell;2017;2017;100mg/An;81089;g/An;8108,9;Fc;Calculated data
QL;Livestock Primary;183;Romania;5410;Yield;1062;Eggs, hen, in shell;2018;2018;100mg/An;81141;g/An;8114,1;Fc;Calculated data
QL;Livestock Primary;272;Serbia;5410;Yield;1062;Eggs, hen, in shell;2014;2014;100mg/An;82330;g/An;8233;Fc;Calculated data
QL;Livestock Primary;272;Serbia;5410;Yield;1062;Eggs, hen, in shell;2015;2015;100mg/An;100812;g/An;10081,2;Fc;Calculated data
QL;Livestock Primary;272;Serbia;5410;Yield;1062;Eggs, hen, in shell;2016;2016;100mg/An;101441;g/An;10144,1;Fc;Calculated data
QL;Livestock Primary;272;Serbia;5410;Yield;1062;Eggs, hen, in shell;2017;2017;100mg/An;99337;g/An;9933,7;Fc;Calculated data
QL;Livestock Primary;272;Serbia;5410;Yield;1062;Eggs, hen, in shell;2018;2018;100mg/An;101004;g/An;10100,4;Fc;Calculated data
QL;Livestock Primary;199;Slovakia;5410;Yield;1062;Eggs, hen, in shell;2014;2014;100mg/An;122803;g/An;12280,3;Fc;Calculated data
QL;Livestock Primary;199;Slovakia;5410;Yield;1062;Eggs, hen, in shell;2015;2015;100mg/An;118381;g/An;11838,1;Fc;Calculated data
QL;Livestock Primary;199;Slovakia;5410;Yield;1062;Eggs, hen, in shell;2016;2016;100mg/An;119547;g/An;11954,7;Fc;Calculated data
QL;Livestock Primary;199;Slovakia;5410;Yield;1062;Eggs, hen, in shell;2017;2017;100mg/An;121690;g/An;12169;Fc;Calculated data
QL;Livestock Primary;199;Slovakia;5410;Yield;1062;Eggs, hen, in shell;2018;2018;100mg/An;125295;g/An;12529,5;Fc;Calculated data
QL;Livestock Primary;198;Slovenia;5410;Yield;1062;Eggs, hen, in shell;2014;2014;100mg/An;157990;g/An;15799;Fc;Calculated data
QL;Livestock Primary;198;Slovenia;5410;Yield;1062;Eggs, hen, in shell;2015;2015;100mg/An;140048;g/An;14004,8;Fc;Calculated data
QL;Livestock Primary;198;Slovenia;5410;Yield;1062;Eggs, hen, in shell;2016;2016;100mg/An;161015;g/An;16101,5;Fc;Calculated data
QL;Livestock Primary;198;Slovenia;5410;Yield;1062;Eggs, hen, in shell;2017;2017;100mg/An;135140;g/An;13514;Fc;Calculated data
QL;Livestock Primary;198;Slovenia;5410;Yield;1062;Eggs, hen, in shell;2018;2018;100mg/An;135040;g/An;13504;Fc;Calculated data
QL;Livestock Primary;230;Ukraine;5410;Yield;1062;Eggs, hen, in shell;2014;2014;100mg/An;106803;g/An;10680,3;Fc;Calculated data
QL;Livestock Primary;230;Ukraine;5410;Yield;1062;Eggs, hen, in shell;2015;2015;100mg/An;99307;g/An;9930,7;Fc;Calculated data
QL;Livestock Primary;230;Ukraine;5410;Yield;1062;Eggs, hen, in shell;2016;2016;100mg/An;94061;g/An;9406,1;Fc;Calculated data
QL;Livestock Primary;230;Ukraine;5410;Yield;1062;Eggs, hen, in shell;2017;2017;100mg/An;97204;g/An;9720,4;Fc;Calculated data
QL;Livestock Primary;230;Ukraine;5410;Yield;1062;Eggs, hen, in shell;2018;2018;100mg/An;99279;g/An;9927,9;Fc;Calculated data
QL;Livestock Primary;11;Austria;5422;Yield;1182;Honey, natural;2014;2014;hg;104;g/An;10400;Fc;Calculated data
QL;Livestock Primary;11;Austria;5422;Yield;1182;Honey, natural;2015;2015;hg;153;g/An;15300;Fc;Calculated data
QL;Livestock Primary;11;Austria;5422;Yield;1182;Honey, natural;2016;2016;hg;138;g/An;13800;Fc;Calculated data
QL;Livestock Primary;11;Austria;5422;Yield;1182;Honey, natural;2017;2017;hg;164;g/An;16400;Fc;Calculated data
QL;Livestock Primary;11;Austria;5422;Yield;1182;Honey, natural;2018;2018;hg;107;g/An;10700;Fc;Calculated data
QL;Livestock Primary;80;Bosnia and Herzegovina;5422;Yield;1182;Honey, natural;2014;2014;hg;68;g/An;6800;Fc;Calculated data
QL;Livestock Primary;80;Bosnia and Herzegovina;5422;Yield;1182;Honey, natural;2015;2015;hg;125;g/An;12500;Fc;Calculated data
QL;Livestock Primary;80;Bosnia and Herzegovina;5422;Yield;1182;Honey, natural;2016;2016;hg;77;g/An;7700;Fc;Calculated data
QL;Livestock Primary;80;Bosnia and Herzegovina;5422;Yield;1182;Honey, natural;2017;2017;hg;65;g/An;6500;Fc;Calculated data
QL;Livestock Primary;80;Bosnia and Herzegovina;5422;Yield;1182;Honey, natural;2018;2018;hg;99;g/An;9900;Fc;Calculated data
QL;Livestock Primary;27;Bulgaria;5422;Yield;1183;Beeswax;2014;2014;hg;5;g/An;500;Fc;Calculated data
QL;Livestock Primary;27;Bulgaria;5422;Yield;1183;Beeswax;2015;2015;hg;5;g/An;500;Fc;Calculated data
QL;Livestock Primary;27;Bulgaria;5422;Yield;1183;Beeswax;2016;2016;hg;4;g/An;400;Fc;Calculated data
QL;Livestock Primary;27;Bulgaria;5422;Yield;1183;Beeswax;2017;2017;hg;4;g/An;400;Fc;Calculated data
QL;Livestock Primary;27;Bulgaria;5422;Yield;1183;Beeswax;2018;2018;hg;4;g/An;400;Fc;Calculated data
QL;Livestock Primary;27;Bulgaria;5422;Yield;1182;Honey, natural;2014;2014;hg;161;g/An;16100;Fc;Calculated data
QL;Livestock Primary;27;Bulgaria;5422;Yield;1182;Honey, natural;2015;2015;hg;194;g/An;19400;Fc;Calculated data
QL;Livestock Primary;27;Bulgaria;5422;Yield;1182;Honey, natural;2016;2016;hg;137;g/An;13700;Fc;Calculated data
QL;Livestock Primary;27;Bulgaria;5422;Yield;1182;Honey, natural;2017;2017;hg;157;g/An;15700;Fc;Calculated data
QL;Livestock Primary;27;Bulgaria;5422;Yield;1182;Honey, natural;2018;2018;hg;135;g/An;13500;Fc;Calculated data
