DomainCode;Domain;AreaCode;Country;ElementCode;Element;ItemCode;Item;Year;Unit;ProducerPrices_USD_per_ton;Flag;Flag Description
PP;Producer Prices - Annual;98;Croatia;5532;Producer Price (USD/tonne);221;Almonds, with shell;2016;USD;2206.4;;Official data
PP;Producer Prices - Annual;98;Croatia;5532;Producer Price (USD/tonne);515;Apples;2016;USD;329.3;;Official data
PP;Producer Prices - Annual;98;Croatia;5532;Producer Price (USD/tonne);515;Apples;2017;USD;364.5;;Official data
PP;Producer Prices - Annual;98;Croatia;5532;Producer Price (USD/tonne);515;Apples;2018;USD;264.7;;Official data
PP;Producer Prices - Annual;98;Croatia;5532;Producer Price (USD/tonne);526;Apricots;2016;USD;715.6;;Official data
PP;Producer Prices - Annual;98;Croatia;5532;Producer Price (USD/tonne);526;Apricots;2017;USD;862.5;;Official data
PP;Producer Prices - Annual;98;Croatia;5532;Producer Price (USD/tonne);526;Apricots;2018;USD;1525.7;;Official data
PP;Producer Prices - Annual;98;Croatia;5532;Producer Price (USD/tonne);44;Barley;2016;USD;145.5;;Official data
PP;Producer Prices - Annual;98;Croatia;5532;Producer Price (USD/tonne);44;Barley;2017;USD;151.5;;Official data
PP;Producer Prices - Annual;98;Croatia;5532;Producer Price (USD/tonne);44;Barley;2018;USD;176;;Official data
PP;Producer Prices - Annual;98;Croatia;5532;Producer Price (USD/tonne);176;Beans, dry;2016;USD;1076.9;;Official data
PP;Producer Prices - Annual;98;Croatia;5532;Producer Price (USD/tonne);176;Beans, dry;2017;USD;1231.6;;Official data
PP;Producer Prices - Annual;98;Croatia;5532;Producer Price (USD/tonne);176;Beans, dry;2018;USD;1341.7;;Official data
PP;Producer Prices - Annual;98;Croatia;5532;Producer Price (USD/tonne);414;Beans, green;2016;USD;1620.2;;Official data
PP;Producer Prices - Annual;98;Croatia;5532;Producer Price (USD/tonne);414;Beans, green;2017;USD;1057.3;;Official data
PP;Producer Prices - Annual;98;Croatia;5532;Producer Price (USD/tonne);414;Beans, green;2018;USD;864.1;;Official data
PP;Producer Prices - Annual;98;Croatia;5532;Producer Price (USD/tonne);358;Cabbages and other brassicas;2016;USD;185.9;;Official data
PP;Producer Prices - Annual;98;Croatia;5532;Producer Price (USD/tonne);358;Cabbages and other brassicas;2017;USD;213.6;;Official data
PP;Producer Prices - Annual;98;Croatia;5532;Producer Price (USD/tonne);358;Cabbages and other brassicas;2018;USD;278;;Official data
PP;Producer Prices - Annual;98;Croatia;5532;Producer Price (USD/tonne);426;Carrots and turnips;2016;USD;231.1;;Official data
PP;Producer Prices - Annual;98;Croatia;5532;Producer Price (USD/tonne);426;Carrots and turnips;2017;USD;233.4;;Official data
PP;Producer Prices - Annual;98;Croatia;5532;Producer Price (USD/tonne);426;Carrots and turnips;2018;USD;453.2;;Official data
PP;Producer Prices - Annual;98;Croatia;5532;Producer Price (USD/tonne);393;Cauliflowers and broccoli;2016;USD;588.9;;Official data
PP;Producer Prices - Annual;98;Croatia;5532;Producer Price (USD/tonne);393;Cauliflowers and broccoli;2017;USD;562.5;;Official data
PP;Producer Prices - Annual;98;Croatia;5532;Producer Price (USD/tonne);393;Cauliflowers and broccoli;2018;USD;658.8;;Official data
PP;Producer Prices - Annual;98;Croatia;5532;Producer Price (USD/tonne);531;Cherries;2016;USD;2387;;Official data
PP;Producer Prices - Annual;98;Croatia;5532;Producer Price (USD/tonne);531;Cherries;2017;USD;1681.8;;Official data
PP;Producer Prices - Annual;98;Croatia;5532;Producer Price (USD/tonne);531;Cherries;2018;USD;2045.8;;Official data
PP;Producer Prices - Annual;98;Croatia;5532;Producer Price (USD/tonne);530;Cherries, sour;2016;USD;364.7;;Official data
PP;Producer Prices - Annual;98;Croatia;5532;Producer Price (USD/tonne);530;Cherries, sour;2017;USD;400.9;;Official data
PP;Producer Prices - Annual;98;Croatia;5532;Producer Price (USD/tonne);530;Cherries, sour;2018;USD;505.5;;Official data
PP;Producer Prices - Annual;98;Croatia;5532;Producer Price (USD/tonne);401;Chillies and peppers, green;2016;USD;476;;Official data
PP;Producer Prices - Annual;98;Croatia;5532;Producer Price (USD/tonne);401;Chillies and peppers, green;2017;USD;425.5;;Official data
PP;Producer Prices - Annual;98;Croatia;5532;Producer Price (USD/tonne);401;Chillies and peppers, green;2018;USD;530.1;;Official data
PP;Producer Prices - Annual;98;Croatia;5532;Producer Price (USD/tonne);397;Cucumbers and gherkins;2016;USD;639.1;;Official data
PP;Producer Prices - Annual;98;Croatia;5532;Producer Price (USD/tonne);397;Cucumbers and gherkins;2017;USD;642.4;;Official data
PP;Producer Prices - Annual;98;Croatia;5532;Producer Price (USD/tonne);397;Cucumbers and gherkins;2018;USD;565.6;;Official data
PP;Producer Prices - Annual;98;Croatia;5532;Producer Price (USD/tonne);1062;Eggs, hen, in shell;2016;USD;1780.8;;Official data
PP;Producer Prices - Annual;98;Croatia;5532;Producer Price (USD/tonne);1062;Eggs, hen, in shell;2017;USD;1897.9;;Official data
PP;Producer Prices - Annual;98;Croatia;5532;Producer Price (USD/tonne);1062;Eggs, hen, in shell;2018;USD;1877.1;;Official data
PP;Producer Prices - Annual;98;Croatia;5532;Producer Price (USD/tonne);569;Figs;2016;USD;2273.3;;Official data
PP;Producer Prices - Annual;98;Croatia;5532;Producer Price (USD/tonne);569;Figs;2017;USD;2110.7;;Official data
PP;Producer Prices - Annual;98;Croatia;5532;Producer Price (USD/tonne);569;Figs;2018;USD;1975.2;;Official data
PP;Producer Prices - Annual;98;Croatia;5532;Producer Price (USD/tonne);406;Garlic;2016;USD;3012;;Official data
PP;Producer Prices - Annual;98;Croatia;5532;Producer Price (USD/tonne);406;Garlic;2017;USD;3319.5;;Official data
PP;Producer Prices - Annual;98;Croatia;5532;Producer Price (USD/tonne);406;Garlic;2018;USD;3305.9;;Official data
PP;Producer Prices - Annual;98;Croatia;5532;Producer Price (USD/tonne);560;Grapes;2016;USD;787.9;;Official data
PP;Producer Prices - Annual;98;Croatia;5532;Producer Price (USD/tonne);560;Grapes;2017;USD;794.7;;Official data
PP;Producer Prices - Annual;98;Croatia;5532;Producer Price (USD/tonne);560;Grapes;2018;USD;786;;Official data
PP;Producer Prices - Annual;98;Croatia;5532;Producer Price (USD/tonne);225;Hazelnuts, with shell;2016;USD;3195.8;;Official data
PP;Producer Prices - Annual;98;Croatia;5532;Producer Price (USD/tonne);225;Hazelnuts, with shell;2017;USD;2870;;Official data
PP;Producer Prices - Annual;98;Croatia;5532;Producer Price (USD/tonne);225;Hazelnuts, with shell;2018;USD;2547.6;;Official data
PP;Producer Prices - Annual;98;Croatia;5532;Producer Price (USD/tonne);1182;Honey, natural;2016;USD;3614.2;;Official data
PP;Producer Prices - Annual;98;Croatia;5532;Producer Price (USD/tonne);1182;Honey, natural;2017;USD;3800.8;;Official data
PP;Producer Prices - Annual;98;Croatia;5532;Producer Price (USD/tonne);1182;Honey, natural;2018;USD;3742.5;;Official data
PP;Producer Prices - Annual;98;Croatia;5532;Producer Price (USD/tonne);407;Leeks, other alliaceous vegetables;2016;USD;687.6;;Official data
PP;Producer Prices - Annual;98;Croatia;5532;Producer Price (USD/tonne);407;Leeks, other alliaceous vegetables;2017;USD;708.7;;Official data
PP;Producer Prices - Annual;98;Croatia;5532;Producer Price (USD/tonne);407;Leeks, other alliaceous vegetables;2018;USD;659.4;;Official data
PP;Producer Prices - Annual;98;Croatia;5532;Producer Price (USD/tonne);497;Lemons and limes;2016;USD;1105.4;;Official data
PP;Producer Prices - Annual;98;Croatia;5532;Producer Price (USD/tonne);497;Lemons and limes;2017;USD;861.5;;Official data
PP;Producer Prices - Annual;98;Croatia;5532;Producer Price (USD/tonne);497;Lemons and limes;2018;USD;1324.9;;Official data
PP;Producer Prices - Annual;98;Croatia;5532;Producer Price (USD/tonne);372;Lettuce and chicory;2016;USD;597.7;;Official data
PP;Producer Prices - Annual;98;Croatia;5532;Producer Price (USD/tonne);372;Lettuce and chicory;2017;USD;845.4;;Official data
PP;Producer Prices - Annual;98;Croatia;5532;Producer Price (USD/tonne);372;Lettuce and chicory;2018;USD;767.1;;Official data
PP;Producer Prices - Annual;98;Croatia;5532;Producer Price (USD/tonne);56;Maize;2016;USD;131.9;;Official data
PP;Producer Prices - Annual;98;Croatia;5532;Producer Price (USD/tonne);56;Maize;2017;USD;154.3;;Official data
PP;Producer Prices - Annual;98;Croatia;5532;Producer Price (USD/tonne);56;Maize;2018;USD;152.2;;Official data
PP;Producer Prices - Annual;98;Croatia;5532;Producer Price (USD/tonne);945;Meat live weight, cattle;2016;USD;2162.7;;Official data
PP;Producer Prices - Annual;98;Croatia;5532;Producer Price (USD/tonne);945;Meat live weight, cattle;2017;USD;2260.3;;Official data
PP;Producer Prices - Annual;98;Croatia;5532;Producer Price (USD/tonne);945;Meat live weight, cattle;2018;USD;2386.6;;Official data
PP;Producer Prices - Annual;98;Croatia;5532;Producer Price (USD/tonne);1095;Meat live weight, chicken;2016;USD;1064.5;;Official data
PP;Producer Prices - Annual;98;Croatia;5532;Producer Price (USD/tonne);1095;Meat live weight, chicken;2017;USD;1088.1;;Official data
PP;Producer Prices - Annual;98;Croatia;5532;Producer Price (USD/tonne);1095;Meat live weight, chicken;2018;USD;1132.8;;Official data
PP;Producer Prices - Annual;98;Croatia;5532;Producer Price (USD/tonne);1071;Meat live weight, duck;2016;USD;2461.3;;Official data
PP;Producer Prices - Annual;98;Croatia;5532;Producer Price (USD/tonne);1071;Meat live weight, duck;2017;USD;2435.2;;Official data
PP;Producer Prices - Annual;98;Croatia;5532;Producer Price (USD/tonne);1071;Meat live weight, duck;2018;USD;2543;;Official data
PP;Producer Prices - Annual;98;Croatia;5532;Producer Price (USD/tonne);1033;Meat live weight, goat;2016;USD;3199.4;;Official data
PP;Producer Prices - Annual;98;Croatia;5532;Producer Price (USD/tonne);1033;Meat live weight, goat;2017;USD;3008.8;;Official data
PP;Producer Prices - Annual;98;Croatia;5532;Producer Price (USD/tonne);1033;Meat live weight, goat;2018;USD;3669.4;;Official data
PP;Producer Prices - Annual;98;Croatia;5532;Producer Price (USD/tonne);1121;Meat live weight, horse;2016;USD;2143.5;;Official data
PP;Producer Prices - Annual;98;Croatia;5532;Producer Price (USD/tonne);1121;Meat live weight, horse;2017;USD;2300.2;;Official data
PP;Producer Prices - Annual;98;Croatia;5532;Producer Price (USD/tonne);1121;Meat live weight, horse;2018;USD;2523.4;;Official data
PP;Producer Prices - Annual;98;Croatia;5532;Producer Price (USD/tonne);1056;Meat live weight, pig;2016;USD;1327.7;;Official data
PP;Producer Prices - Annual;98;Croatia;5532;Producer Price (USD/tonne);1056;Meat live weight, pig;2017;USD;1485.6;;Official data
PP;Producer Prices - Annual;98;Croatia;5532;Producer Price (USD/tonne);1056;Meat live weight, pig;2018;USD;1376.4;;Official data
PP;Producer Prices - Annual;98;Croatia;5532;Producer Price (USD/tonne);1145;Meat live weight, rabbit;2016;USD;2350.6;;Official data
PP;Producer Prices - Annual;98;Croatia;5532;Producer Price (USD/tonne);1145;Meat live weight, rabbit;2017;USD;2429.4;;Official data
PP;Producer Prices - Annual;98;Croatia;5532;Producer Price (USD/tonne);1013;Meat live weight, sheep;2016;USD;3109.9;;Official data
PP;Producer Prices - Annual;98;Croatia;5532;Producer Price (USD/tonne);1013;Meat live weight, sheep;2017;USD;3026.5;;Official data
PP;Producer Prices - Annual;98;Croatia;5532;Producer Price (USD/tonne);1013;Meat live weight, sheep;2018;USD;3157.1;;Official data
PP;Producer Prices - Annual;98;Croatia;5532;Producer Price (USD/tonne);1088;Meat live weight, turkey;2016;USD;1223.5;;Official data
PP;Producer Prices - Annual;98;Croatia;5532;Producer Price (USD/tonne);1088;Meat live weight, turkey;2017;USD;1257.1;;Official data
PP;Producer Prices - Annual;98;Croatia;5532;Producer Price (USD/tonne);568;Melons, other (inc.cantaloupes);2016;USD;389.8;;Official data
PP;Producer Prices - Annual;98;Croatia;5532;Producer Price (USD/tonne);568;Melons, other (inc.cantaloupes);2017;USD;407.8;;Official data
PP;Producer Prices - Annual;98;Croatia;5532;Producer Price (USD/tonne);568;Melons, other (inc.cantaloupes);2018;USD;351.9;;Official data
PP;Producer Prices - Annual;98;Croatia;5532;Producer Price (USD/tonne);882;Milk, whole fresh cow;2016;USD;329.5;;Official data
PP;Producer Prices - Annual;98;Croatia;5532;Producer Price (USD/tonne);882;Milk, whole fresh cow;2017;USD;356.7;;Official data
PP;Producer Prices - Annual;98;Croatia;5532;Producer Price (USD/tonne);882;Milk, whole fresh cow;2018;USD;389.8;;Official data
PP;Producer Prices - Annual;98;Croatia;5532;Producer Price (USD/tonne);1020;Milk, whole fresh goat;2016;USD;659.8;;Official data
PP;Producer Prices - Annual;98;Croatia;5532;Producer Price (USD/tonne);1020;Milk, whole fresh goat;2017;USD;676.8;;Official data
PP;Producer Prices - Annual;98;Croatia;5532;Producer Price (USD/tonne);1020;Milk, whole fresh goat;2018;USD;739.2;;Official data
PP;Producer Prices - Annual;98;Croatia;5532;Producer Price (USD/tonne);982;Milk, whole fresh sheep;2016;USD;1481.9;;Official data
PP;Producer Prices - Annual;98;Croatia;5532;Producer Price (USD/tonne);982;Milk, whole fresh sheep;2017;USD;1517;;Official data
PP;Producer Prices - Annual;98;Croatia;5532;Producer Price (USD/tonne);982;Milk, whole fresh sheep;2018;USD;1561.3;;Official data
PP;Producer Prices - Annual;98;Croatia;5532;Producer Price (USD/tonne);449;Mushrooms and truffles;2016;USD;2452.6;;Official data
PP;Producer Prices - Annual;98;Croatia;5532;Producer Price (USD/tonne);449;Mushrooms and truffles;2017;USD;2487.3;;Official data
PP;Producer Prices - Annual;98;Croatia;5532;Producer Price (USD/tonne);449;Mushrooms and truffles;2018;USD;2614.4;;Official data
PP;Producer Prices - Annual;98;Croatia;5532;Producer Price (USD/tonne);75;Oats;2016;USD;137.9;;Official data
PP;Producer Prices - Annual;98;Croatia;5532;Producer Price (USD/tonne);75;Oats;2017;USD;131.1;;Official data
PP;Producer Prices - Annual;98;Croatia;5532;Producer Price (USD/tonne);75;Oats;2018;USD;144.4;;Official data
PP;Producer Prices - Annual;98;Croatia;5532;Producer Price (USD/tonne);260;Olives;2016;USD;938.6;;Official data
PP;Producer Prices - Annual;98;Croatia;5532;Producer Price (USD/tonne);260;Olives;2017;USD;1207.8;;Official data
PP;Producer Prices - Annual;98;Croatia;5532;Producer Price (USD/tonne);403;Onions, dry;2016;USD;211.9;;Official data
PP;Producer Prices - Annual;98;Croatia;5532;Producer Price (USD/tonne);403;Onions, dry;2017;USD;201.6;;Official data
PP;Producer Prices - Annual;98;Croatia;5532;Producer Price (USD/tonne);403;Onions, dry;2018;USD;196.2;;Official data
PP;Producer Prices - Annual;98;Croatia;5532;Producer Price (USD/tonne);402;Onions, shallots, green;2016;USD;1156.7;;Official data
PP;Producer Prices - Annual;98;Croatia;5532;Producer Price (USD/tonne);402;Onions, shallots, green;2017;USD;1357.2;;Official data
PP;Producer Prices - Annual;98;Croatia;5532;Producer Price (USD/tonne);402;Onions, shallots, green;2018;USD;1308.3;;Official data
PP;Producer Prices - Annual;98;Croatia;5532;Producer Price (USD/tonne);490;Oranges;2016;USD;477.6;;Official data
PP;Producer Prices - Annual;98;Croatia;5532;Producer Price (USD/tonne);490;Oranges;2017;USD;393.9;;Official data
PP;Producer Prices - Annual;98;Croatia;5532;Producer Price (USD/tonne);490;Oranges;2018;USD;508.4;;Official data
PP;Producer Prices - Annual;98;Croatia;5532;Producer Price (USD/tonne);534;Peaches and nectarines;2016;USD;677.4;;Official data
PP;Producer Prices - Annual;98;Croatia;5532;Producer Price (USD/tonne);534;Peaches and nectarines;2017;USD;661.9;;Official data
PP;Producer Prices - Annual;98;Croatia;5532;Producer Price (USD/tonne);534;Peaches and nectarines;2018;USD;781.8;;Official data
PP;Producer Prices - Annual;98;Croatia;5532;Producer Price (USD/tonne);521;Pears;2016;USD;505;;Official data
PP;Producer Prices - Annual;98;Croatia;5532;Producer Price (USD/tonne);521;Pears;2017;USD;669.6;;Official data
PP;Producer Prices - Annual;98;Croatia;5532;Producer Price (USD/tonne);521;Pears;2018;USD;358.5;;Official data
PP;Producer Prices - Annual;98;Croatia;5532;Producer Price (USD/tonne);187;Peas, dry;2016;USD;293.9;;Official data
PP;Producer Prices - Annual;98;Croatia;5532;Producer Price (USD/tonne);187;Peas, dry;2017;USD;296.3;;Official data
PP;Producer Prices - Annual;98;Croatia;5532;Producer Price (USD/tonne);417;Peas, green;2016;USD;358.5;;Official data
PP;Producer Prices - Annual;98;Croatia;5532;Producer Price (USD/tonne);417;Peas, green;2017;USD;356.1;;Official data
PP;Producer Prices - Annual;98;Croatia;5532;Producer Price (USD/tonne);417;Peas, green;2018;USD;347.3;;Official data
PP;Producer Prices - Annual;98;Croatia;5532;Producer Price (USD/tonne);536;Plums and sloes;2016;USD;315.7;;Official data
PP;Producer Prices - Annual;98;Croatia;5532;Producer Price (USD/tonne);536;Plums and sloes;2017;USD;453.5;;Official data
PP;Producer Prices - Annual;98;Croatia;5532;Producer Price (USD/tonne);536;Plums and sloes;2018;USD;487.8;;Official data
PP;Producer Prices - Annual;98;Croatia;5532;Producer Price (USD/tonne);116;Potatoes;2016;USD;200.4;;Official data
PP;Producer Prices - Annual;98;Croatia;5532;Producer Price (USD/tonne);116;Potatoes;2017;USD;194.6;;Official data
PP;Producer Prices - Annual;98;Croatia;5532;Producer Price (USD/tonne);116;Potatoes;2018;USD;238;;Official data
PP;Producer Prices - Annual;98;Croatia;5532;Producer Price (USD/tonne);270;Rapeseed;2016;USD;349.5;;Official data
PP;Producer Prices - Annual;98;Croatia;5532;Producer Price (USD/tonne);270;Rapeseed;2017;USD;360.8;;Official data
PP;Producer Prices - Annual;98;Croatia;5532;Producer Price (USD/tonne);270;Rapeseed;2018;USD;368.1;;Official data
PP;Producer Prices - Annual;98;Croatia;5532;Producer Price (USD/tonne);149;Roots and tubers nes;2016;USD;211.4;;Official data
PP;Producer Prices - Annual;98;Croatia;5532;Producer Price (USD/tonne);149;Roots and tubers nes;2017;USD;236.2;;Official data
PP;Producer Prices - Annual;98;Croatia;5532;Producer Price (USD/tonne);149;Roots and tubers nes;2018;USD;217.6;;Official data
PP;Producer Prices - Annual;98;Croatia;5532;Producer Price (USD/tonne);71;Rye;2016;USD;131.5;;Official data
PP;Producer Prices - Annual;98;Croatia;5532;Producer Price (USD/tonne);71;Rye;2017;USD;167.2;;Official data
PP;Producer Prices - Annual;98;Croatia;5532;Producer Price (USD/tonne);71;Rye;2018;USD;177.6;;Official data
PP;Producer Prices - Annual;98;Croatia;5532;Producer Price (USD/tonne);236;Soybeans;2016;USD;341.9;;Official data
PP;Producer Prices - Annual;98;Croatia;5532;Producer Price (USD/tonne);236;Soybeans;2017;USD;403.9;;Official data
PP;Producer Prices - Annual;98;Croatia;5532;Producer Price (USD/tonne);236;Soybeans;2018;USD;358.4;;Official data
PP;Producer Prices - Annual;98;Croatia;5532;Producer Price (USD/tonne);544;Strawberries;2016;USD;1959.9;;Official data
PP;Producer Prices - Annual;98;Croatia;5532;Producer Price (USD/tonne);544;Strawberries;2017;USD;2325.6;;Official data
PP;Producer Prices - Annual;98;Croatia;5532;Producer Price (USD/tonne);544;Strawberries;2018;USD;2101.2;;Official data
PP;Producer Prices - Annual;98;Croatia;5532;Producer Price (USD/tonne);157;Sugar beet;2016;USD;38.5;;Official data
PP;Producer Prices - Annual;98;Croatia;5532;Producer Price (USD/tonne);157;Sugar beet;2017;USD;41.7;;Official data
PP;Producer Prices - Annual;98;Croatia;5532;Producer Price (USD/tonne);157;Sugar beet;2018;USD;32.2;;Official data
PP;Producer Prices - Annual;98;Croatia;5532;Producer Price (USD/tonne);267;Sunflower seed;2016;USD;324.9;;Official data
PP;Producer Prices - Annual;98;Croatia;5532;Producer Price (USD/tonne);267;Sunflower seed;2017;USD;333.1;;Official data
PP;Producer Prices - Annual;98;Croatia;5532;Producer Price (USD/tonne);267;Sunflower seed;2018;USD;296.8;;Official data
PP;Producer Prices - Annual;98;Croatia;5532;Producer Price (USD/tonne);495;Tangerines, mandarins, clementines, satsumas;2016;USD;254.6;;Official data
PP;Producer Prices - Annual;98;Croatia;5532;Producer Price (USD/tonne);495;Tangerines, mandarins, clementines, satsumas;2017;USD;523.1;;Official data
PP;Producer Prices - Annual;98;Croatia;5532;Producer Price (USD/tonne);495;Tangerines, mandarins, clementines, satsumas;2018;USD;321.2;;Official data
PP;Producer Prices - Annual;98;Croatia;5532;Producer Price (USD/tonne);826;Tobacco, unmanufactured;2016;USD;1292.3;;Official data
PP;Producer Prices - Annual;98;Croatia;5532;Producer Price (USD/tonne);826;Tobacco, unmanufactured;2017;USD;1812.7;;Official data
PP;Producer Prices - Annual;98;Croatia;5532;Producer Price (USD/tonne);826;Tobacco, unmanufactured;2018;USD;2099.5;;Official data
PP;Producer Prices - Annual;98;Croatia;5532;Producer Price (USD/tonne);388;Tomatoes;2016;USD;510.7;;Official data
PP;Producer Prices - Annual;98;Croatia;5532;Producer Price (USD/tonne);388;Tomatoes;2017;USD;441;;Official data
PP;Producer Prices - Annual;98;Croatia;5532;Producer Price (USD/tonne);388;Tomatoes;2018;USD;348.7;;Official data
PP;Producer Prices - Annual;98;Croatia;5532;Producer Price (USD/tonne);97;Triticale;2016;USD;135.3;;Official data
PP;Producer Prices - Annual;98;Croatia;5532;Producer Price (USD/tonne);97;Triticale;2017;USD;144.7;;Official data
PP;Producer Prices - Annual;98;Croatia;5532;Producer Price (USD/tonne);97;Triticale;2018;USD;154.5;;Official data
PP;Producer Prices - Annual;98;Croatia;5532;Producer Price (USD/tonne);222;Walnuts, with shell;2016;USD;2149.2;;Official data
PP;Producer Prices - Annual;98;Croatia;5532;Producer Price (USD/tonne);222;Walnuts, with shell;2017;USD;2335;;Official data
PP;Producer Prices - Annual;98;Croatia;5532;Producer Price (USD/tonne);222;Walnuts, with shell;2018;USD;2416.7;;Official data
PP;Producer Prices - Annual;98;Croatia;5532;Producer Price (USD/tonne);567;Watermelons;2016;USD;183.9;;Official data
PP;Producer Prices - Annual;98;Croatia;5532;Producer Price (USD/tonne);567;Watermelons;2017;USD;172.3;;Official data
PP;Producer Prices - Annual;98;Croatia;5532;Producer Price (USD/tonne);567;Watermelons;2018;USD;186.5;;Official data
PP;Producer Prices - Annual;98;Croatia;5532;Producer Price (USD/tonne);15;Wheat;2016;USD;135;;Official data
PP;Producer Prices - Annual;98;Croatia;5532;Producer Price (USD/tonne);15;Wheat;2017;USD;156.5;;Official data
PP;Producer Prices - Annual;98;Croatia;5532;Producer Price (USD/tonne);15;Wheat;2018;USD;172.6;;Official data
PP;Producer Prices - Annual;167;Czechia;5532;Producer Price (USD/tonne);515;Apples;2016;USD;267.9;;Official data
PP;Producer Prices - Annual;167;Czechia;5532;Producer Price (USD/tonne);515;Apples;2017;USD;399.8;;Official data
PP;Producer Prices - Annual;167;Czechia;5532;Producer Price (USD/tonne);515;Apples;2018;USD;351.8;;Official data
PP;Producer Prices - Annual;167;Czechia;5532;Producer Price (USD/tonne);526;Apricots;2016;USD;1131.3;;Official data
PP;Producer Prices - Annual;167;Czechia;5532;Producer Price (USD/tonne);526;Apricots;2017;USD;1122.2;;Official data
PP;Producer Prices - Annual;167;Czechia;5532;Producer Price (USD/tonne);526;Apricots;2018;USD;1009.7;;Official data
PP;Producer Prices - Annual;167;Czechia;5532;Producer Price (USD/tonne);44;Barley;2016;USD;164;;Official data
PP;Producer Prices - Annual;167;Czechia;5532;Producer Price (USD/tonne);44;Barley;2017;USD;171.6;;Official data
PP;Producer Prices - Annual;167;Czechia;5532;Producer Price (USD/tonne);44;Barley;2018;USD;200.1;;Official data
PP;Producer Prices - Annual;167;Czechia;5532;Producer Price (USD/tonne);358;Cabbages and other brassicas;2016;USD;290.3;;Official data
PP;Producer Prices - Annual;167;Czechia;5532;Producer Price (USD/tonne);358;Cabbages and other brassicas;2017;USD;214.7;;Official data
PP;Producer Prices - Annual;167;Czechia;5532;Producer Price (USD/tonne);358;Cabbages and other brassicas;2018;USD;324.1;;Official data
PP;Producer Prices - Annual;167;Czechia;5532;Producer Price (USD/tonne);426;Carrots and turnips;2016;USD;311.3;;Official data
PP;Producer Prices - Annual;167;Czechia;5532;Producer Price (USD/tonne);426;Carrots and turnips;2017;USD;290.5;;Official data
PP;Producer Prices - Annual;167;Czechia;5532;Producer Price (USD/tonne);426;Carrots and turnips;2018;USD;430.4;;Official data
PP;Producer Prices - Annual;167;Czechia;5532;Producer Price (USD/tonne);393;Cauliflowers and broccoli;2016;USD;631.6;;Official data
PP;Producer Prices - Annual;167;Czechia;5532;Producer Price (USD/tonne);393;Cauliflowers and broccoli;2017;USD;688.5;;Official data
PP;Producer Prices - Annual;167;Czechia;5532;Producer Price (USD/tonne);393;Cauliflowers and broccoli;2018;USD;773.9;;Official data
PP;Producer Prices - Annual;167;Czechia;5532;Producer Price (USD/tonne);531;Cherries;2016;USD;1703;;Official data
PP;Producer Prices - Annual;167;Czechia;5532;Producer Price (USD/tonne);531;Cherries;2017;USD;1720;;Official data
PP;Producer Prices - Annual;167;Czechia;5532;Producer Price (USD/tonne);531;Cherries;2018;USD;1579.1;;Official data
PP;Producer Prices - Annual;167;Czechia;5532;Producer Price (USD/tonne);530;Cherries, sour;2016;USD;494.9;;Official data
PP;Producer Prices - Annual;167;Czechia;5532;Producer Price (USD/tonne);530;Cherries, sour;2017;USD;811.8;;Official data
PP;Producer Prices - Annual;167;Czechia;5532;Producer Price (USD/tonne);530;Cherries, sour;2018;USD;397.9;;Official data
PP;Producer Prices - Annual;167;Czechia;5532;Producer Price (USD/tonne);401;Chillies and peppers, green;2016;USD;806.2;;Official data
PP;Producer Prices - Annual;167;Czechia;5532;Producer Price (USD/tonne);401;Chillies and peppers, green;2017;USD;961.3;;Official data
PP;Producer Prices - Annual;167;Czechia;5532;Producer Price (USD/tonne);401;Chillies and peppers, green;2018;USD;967.7;;Official data
PP;Producer Prices - Annual;167;Czechia;5532;Producer Price (USD/tonne);397;Cucumbers and gherkins;2016;USD;817.1;;Official data
PP;Producer Prices - Annual;167;Czechia;5532;Producer Price (USD/tonne);397;Cucumbers and gherkins;2017;USD;794.9;;Official data
PP;Producer Prices - Annual;167;Czechia;5532;Producer Price (USD/tonne);397;Cucumbers and gherkins;2018;USD;1050.9;;Official data
PP;Producer Prices - Annual;167;Czechia;5532;Producer Price (USD/tonne);550;Currants;2016;USD;515.8;;Official data
PP;Producer Prices - Annual;167;Czechia;5532;Producer Price (USD/tonne);1062;Eggs, hen, in shell;2016;USD;1246.9;;Official data
PP;Producer Prices - Annual;167;Czechia;5532;Producer Price (USD/tonne);1062;Eggs, hen, in shell;2017;USD;1583.8;;Official data
PP;Producer Prices - Annual;167;Czechia;5532;Producer Price (USD/tonne);1062;Eggs, hen, in shell;2018;USD;1539.6;;Official data
PP;Producer Prices - Annual;167;Czechia;5532;Producer Price (USD/tonne);406;Garlic;2016;USD;5229.6;;Official data
PP;Producer Prices - Annual;167;Czechia;5532;Producer Price (USD/tonne);406;Garlic;2017;USD;4902.9;;Official data
PP;Producer Prices - Annual;167;Czechia;5532;Producer Price (USD/tonne);406;Garlic;2018;USD;4212.5;;Official data
PP;Producer Prices - Annual;167;Czechia;5532;Producer Price (USD/tonne);560;Grapes;2016;USD;800.4;;Official data
PP;Producer Prices - Annual;167;Czechia;5532;Producer Price (USD/tonne);677;Hops;2016;USD;8567.5;;Official data
PP;Producer Prices - Annual;167;Czechia;5532;Producer Price (USD/tonne);677;Hops;2017;USD;9321.8;;Official data
PP;Producer Prices - Annual;167;Czechia;5532;Producer Price (USD/tonne);677;Hops;2018;USD;10345.1;;Official data
